,F001,F002,F003,F004,F005,F006,F007,F008,F009,F010,F011,F012,F013,F014,F015,F016,F017,F018,F019,F020,F021,F022,F023,F024,F025,F026,F027,F028,F029,F030,F031,F032,F033,F034,F035,F036,F037,F038,F039,F040,F041,F042,F043,F044,F045,F046,F047,F048,F049,F050,F051,F052,F053,F054,F055,F056,F057,F058,F059,F060,F061,F062,F063,F064,F065,F066,F067,F068,F069,F070,F071,F072,F073,F074,F075,F076,F077,F078,F079,F080,F081,F082,F083,F084,F085,F086,F087,F088,F089,F090,F091,F092,F093,F094,F095,F096,F097,F098,F099,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128,F129,F130,F131,F132,F133,F134,F135,F136,F137,F138,F139,F140,F141,F142,F143,F144,F145,class
5ik3_D,   0.00000,   0.00000,  36.00000,  36.40000,  60.00000,  60.60000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   0.00000,   0.00000,   0.00000,   0.00000,  11.00000,  11.10000,   8.00000,   8.10000,   1.00000,   1.00000,   1.00000,   1.00000,5971.70000,   0.00000,   0.00000,1909.00000, 194.00000,   0.00000,1351.00000, 671.00000,1845.00000,   0.39541,   0.37978,   0.38193,   0.48846,   0.47334,   0.60928,   0.11663,   0.39177,   0.56950,   0.48812,   0.00000,   0.18734,   0.25704,   0.44768,   0.26846,   0.13510,   0.70462,   0.42066,   0.28965,   0.12276,   0.25023,   0.38934,4697.39000,1377.75000,1442.39000, 426.03000,3255.00000, 951.72000,   3.00000,   4.00000,   2.00000,   4.00000,   0.00000,   5.00000,   3.00000,   4.00000,   0.00000,   1.00000,   2.00000,   4.00000,   0.00000,   0.00000,   5.00000,   8.00000,   3.00000,   0.00000,   2.00000,   5.00000,   3.00000,   0.00000,   2.00000,   1.00000,   2.00000,   3.00000,   0.00000,   2.00000,   0.00000,   3.00000,   6.00000,   0.00000,   1.00000,   2.00000,   0.00000,   7.00000,   3.00000,   2.00000,   6.00000,   1.00000,   0.03030,   0.04040,   0.02020,   0.04040,   0.00000,   0.05051,   0.03030,   0.04040,   0.00000,   0.01010,   0.02020,   0.04040,   0.00000,   0.00000,   0.05051,   0.08081,   0.03030,   0.00000,   0.02020,   0.05051,   0.03030,   0.00000,   0.02020,   0.01010,   0.02020,   0.03030,   0.00000,   0.02020,   0.00000,   0.03030,   0.06061,   0.00000,   0.01010,   0.02020,   0.00000,   0.07071,   0.03030,   0.02020,   0.06061,   0.01010,-1
5ik3_B,   0.00000,   0.00000,  36.00000,  36.40000,  55.00000,  55.60000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   1.00000,   0.00000,   0.00000,   0.00000,   0.00000,   8.00000,   8.10000,   7.00000,   7.10000,   1.00000,   1.00000,   1.00000,   1.00000,6000.90000,   0.00000,   0.00000,1906.00000, 196.00000,   0.00000,1348.00000, 662.00000,1886.00000,   0.39447,   0.37716,   0.37824,   0.48026,   0.47356,   0.61339,   0.11560,   0.39087,   0.56229,   0.49159,   0.00000,   0.18760,   0.25331,   0.44175,   0.27899,   0.13744,   0.69441,   0.41955,   0.29796,   0.12104,   0.24850,   0.38502,4676.26000,1369.24000,1424.68000, 429.64000,3251.58000, 939.60000,   3.00000,   4.00000,   2.00000,   4.00000,   0.00000,   5.00000,   3.00000,   4.00000,   0.00000,   1.00000,   2.00000,   4.00000,   0.00000,   0.00000,   5.00000,   8.00000,   3.00000,   0.00000,   2.00000,   5.00000,   3.00000,   0.00000,   2.00000,   1.00000,   2.00000,   3.00000,   0.00000,   2.00000,   0.00000,   3.00000,   6.00000,   0.00000,   1.00000,   2.00000,   0.00000,   7.00000,   3.00000,   2.00000,   6.00000,   1.00000,   0.03030,   0.04040,   0.02020,   0.04040,   0.00000,   0.05051,   0.03030,   0.04040,   0.00000,   0.01010,   0.02020,   0.04040,   0.00000,   0.00000,   0.05051,   0.08081,   0.03030,   0.00000,   0.02020,   0.05051,   0.03030,   0.00000,   0.02020,   0.01010,   0.02020,   0.03030,   0.00000,   0.02020,   0.00000,   0.03030,   0.06061,   0.00000,   0.01010,   0.02020,   0.00000,   0.07071,   0.03030,   0.02020,   0.06061,   0.01010,-1
5ijk_C,   0.00000,   0.00000,  33.00000,  33.30000,  53.00000,  53.50000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   1.00000,   1.00000,   1.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   7.00000,   7.10000,   8.00000,   8.10000,   1.00000,   1.00000,   0.00000,   0.00000,5952.80000,   0.00000,   0.00000,1700.00000, 178.00000,   0.00000, 907.00000, 916.00000,2246.00000,   0.39052,   0.36941,   0.37542,   0.47346,   0.47172,   0.60699,   0.11426,   0.38355,   0.55509,   0.48125,   0.00000,   0.18204,   0.25453,   0.43930,   0.26713,   0.13591,   0.66897,   0.42183,   0.29262,   0.12403,   0.24307,   0.37486,4611.57000,1348.73000,1395.71000, 420.66000,3215.86000, 928.07000,   3.00000,   4.00000,   2.00000,   4.00000,   0.00000,   5.00000,   3.00000,   4.00000,   0.00000,   1.00000,   2.00000,   4.00000,   0.00000,   0.00000,   5.00000,   8.00000,   3.00000,   0.00000,   2.00000,   5.00000,   3.00000,   0.00000,   2.00000,   1.00000,   2.00000,   3.00000,   0.00000,   2.00000,   0.00000,   3.00000,   6.00000,   0.00000,   1.00000,   2.00000,   0.00000,   7.00000,   3.00000,   2.00000,   6.00000,   1.00000,   0.03030,   0.04040,   0.02020,   0.04040,   0.00000,   0.05051,   0.03030,   0.04040,   0.00000,   0.01010,   0.02020,   0.04040,   0.00000,   0.00000,   0.05051,   0.08081,   0.03030,   0.00000,   0.02020,   0.05051,   0.03030,   0.00000,   0.02020,   0.01010,   0.02020,   0.03030,   0.00000,   0.02020,   0.00000,   0.03030,   0.06061,   0.00000,   0.01010,   0.02020,   0.00000,   0.07071,   0.03030,   0.02020,   0.06061,   0.01010,-1
5ihz_F,   0.00000,   0.00000,  34.00000,  35.10000,  50.00000,  51.50000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   1.00000,   1.00000,   1.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   4.00000,   4.10000,  10.00000,  10.30000,   0.00000,   0.00000,   0.00000,   0.00000,5972.70000,   0.00000,   0.00000,1739.00000, 185.00000,   0.00000,1476.00000, 447.00000,2120.00000,   0.40758,   0.42108,   0.53046,   0.36189,   0.25898,   0.59093,   0.12255,   0.45795,   0.61330,   0.48542,   0.31239,   0.20166,   0.24314,   0.52479,   0.13399,   0.17391,   0.68892,   0.41808,   0.29448,   0.38809,   0.23081,   0.24401,4583.07000,1455.49000,1367.64000, 417.96000,3215.43000,1037.53000,   5.00000,   3.00000,   0.00000,   5.00000,   0.00000,   5.00000,   3.00000,   8.00000,   2.00000,   1.00000,   2.00000,   2.00000,   0.00000,   0.00000,   3.00000,  12.00000,   1.00000,   1.00000,   0.00000,   1.00000,   2.00000,   1.00000,   1.00000,   0.00000,   2.00000,   2.00000,   1.00000,   1.00000,   1.00000,   2.00000,   6.00000,   1.00000,   1.00000,   1.00000,   0.00000,   8.00000,   4.00000,   1.00000,   5.00000,   3.00000,   0.05155,   0.03093,   0.00000,   0.05155,   0.00000,   0.05155,   0.03093,   0.08247,   0.02062,   0.01031,   0.02062,   0.02062,   0.00000,   0.00000,   0.03093,   0.12371,   0.01031,   0.01031,   0.00000,   0.01031,   0.02062,   0.01031,   0.01031,   0.00000,   0.02062,   0.02062,   0.01031,   0.01031,   0.01031,   0.02062,   0.06186,   0.01031,   0.01031,   0.01031,   0.00000,   0.08247,   0.04124,   0.01031,   0.05155,   0.03093,-1
5ihz_D,   0.00000,   0.00000,  34.00000,  35.10000,  50.00000,  51.50000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   1.00000,   1.00000,   1.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   3.00000,   3.10000,  10.00000,  10.30000,   0.00000,   0.00000,   0.00000,   0.00000,5943.30000,   0.00000,   0.00000,1687.00000, 202.00000,   0.00000,1511.00000, 413.00000,2130.00000,   0.41010,   0.42029,   0.51558,   0.36318,   0.24338,   0.61497,   0.12141,   0.45742,   0.61559,   0.49738,   0.31408,   0.20215,   0.24393,   0.50475,   0.13197,   0.18178,   0.68630,   0.42475,   0.29317,   0.38559,   0.22986,   0.24317,4630.21000,1421.32000,1360.93000, 419.96000,3269.28000,1001.36000,   5.00000,   3.00000,   0.00000,   5.00000,   0.00000,   5.00000,   3.00000,   8.00000,   2.00000,   1.00000,   2.00000,   2.00000,   0.00000,   0.00000,   3.00000,  13.00000,   1.00000,   1.00000,   0.00000,   1.00000,   2.00000,   1.00000,   1.00000,   0.00000,   2.00000,   2.00000,   1.00000,   1.00000,   1.00000,   2.00000,   6.00000,   1.00000,   1.00000,   1.00000,   0.00000,   7.00000,   4.00000,   1.00000,   5.00000,   3.00000,   0.05155,   0.03093,   0.00000,   0.05155,   0.00000,   0.05155,   0.03093,   0.08247,   0.02062,   0.01031,   0.02062,   0.02062,   0.00000,   0.00000,   0.03093,   0.13402,   0.01031,   0.01031,   0.00000,   0.01031,   0.02062,   0.01031,   0.01031,   0.00000,   0.02062,   0.02062,   0.01031,   0.01031,   0.01031,   0.02062,   0.06186,   0.01031,   0.01031,   0.01031,   0.00000,   0.07216,   0.04124,   0.01031,   0.05155,   0.03093,-1
5ihz_B,   0.00000,   0.00000,  33.00000,  34.00000,  51.00000,  52.60000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   1.00000,   1.00000,   1.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   5.00000,   5.20000,  10.00000,  10.30000,   0.00000,   0.00000,   0.00000,   0.00000,6072.20000,   0.00000,  76.00000,1565.00000, 196.00000,   0.00000,1517.00000, 419.00000,2300.00000,   0.42349,   0.43017,   0.53632,   0.36547,   0.26911,   0.60324,   0.12604,   0.46675,   0.64839,   0.51132,   0.33782,   0.20103,   0.24826,   0.50158,   0.13144,   0.17315,   0.69777,   0.44879,   0.30342,   0.38194,   0.23951,   0.25308,4879.71000,1336.57000,1422.48000, 396.77000,3457.23000, 939.80000,   6.00000,   3.00000,   0.00000,   5.00000,   0.00000,   5.00000,   4.00000,   8.00000,   2.00000,   1.00000,   2.00000,   2.00000,   0.00000,   0.00000,   3.00000,  14.00000,   1.00000,   1.00000,   0.00000,   1.00000,   1.00000,   1.00000,   1.00000,   0.00000,   2.00000,   2.00000,   0.00000,   1.00000,   1.00000,   2.00000,   6.00000,   1.00000,   1.00000,   1.00000,   0.00000,   6.00000,   4.00000,   1.00000,   5.00000,   3.00000,   0.06186,   0.03093,   0.00000,   0.05155,   0.00000,   0.05155,   0.04124,   0.08247,   0.02062,   0.01031,   0.02062,   0.02062,   0.00000,   0.00000,   0.03093,   0.14433,   0.01031,   0.01031,   0.00000,   0.01031,   0.01031,   0.01031,   0.01031,   0.00000,   0.02062,   0.02062,   0.00000,   0.01031,   0.01031,   0.02062,   0.06186,   0.01031,   0.01031,   0.01031,   0.00000,   0.06186,   0.04124,   0.01031,   0.05155,   0.03093,-1
5ig7_K,   0.00000,   0.00000,  32.00000,  33.00000,  53.00000,  54.60000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   2.10000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   9.00000,   9.30000,  10.00000,  10.30000,   0.00000,   0.00000,   0.00000,   0.00000,5969.20000,   0.00000,  55.00000,1468.00000, 205.00000,   0.00000,1538.00000, 411.00000,2291.00000,   0.41682,   0.42509,   0.52313,   0.36520,   0.24643,   0.62424,   0.12263,   0.45795,   0.62621,   0.50340,   0.33081,   0.20413,   0.24580,   0.50668,   0.13266,   0.18538,   0.69547,   0.43630,   0.29721,   0.38308,   0.23022,   0.24157,4688.83000,1443.97000,1374.66000, 425.56000,3314.17000,1018.41000,   5.00000,   3.00000,   0.00000,   5.00000,   0.00000,   5.00000,   3.00000,   8.00000,   2.00000,   1.00000,   2.00000,   2.00000,   0.00000,   0.00000,   3.00000,  13.00000,   1.00000,   1.00000,   0.00000,   1.00000,   2.00000,   1.00000,   1.00000,   0.00000,   2.00000,   2.00000,   1.00000,   1.00000,   1.00000,   2.00000,   6.00000,   1.00000,   1.00000,   1.00000,   0.00000,   7.00000,   4.00000,   1.00000,   5.00000,   3.00000,   0.05155,   0.03093,   0.00000,   0.05155,   0.00000,   0.05155,   0.03093,   0.08247,   0.02062,   0.01031,   0.02062,   0.02062,   0.00000,   0.00000,   0.03093,   0.13402,   0.01031,   0.01031,   0.00000,   0.01031,   0.02062,   0.01031,   0.01031,   0.00000,   0.02062,   0.02062,   0.01031,   0.01031,   0.01031,   0.02062,   0.06186,   0.01031,   0.01031,   0.01031,   0.00000,   0.07216,   0.04124,   0.01031,   0.05155,   0.03093,-1
5ig7_B,   0.00000,   0.00000,  31.00000,  32.00000,  50.00000,  51.50000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   2.10000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   7.00000,   7.20000,  10.00000,  10.30000,   0.00000,   0.00000,   0.00000,   0.00000,6006.20000,   0.00000,  58.00000,1446.00000, 201.00000,   0.00000,1475.00000, 381.00000,2447.00000,   0.41785,   0.42783,   0.53080,   0.36724,   0.25726,   0.62678,   0.12244,   0.45729,   0.62650,   0.50004,   0.33042,   0.20629,   0.24819,   0.50724,   0.13378,   0.18904,   0.69387,   0.43791,   0.29960,   0.38185,   0.22875,   0.25144,4740.38000,1415.65000,1382.93000, 431.65000,3357.45000, 984.00000,   5.00000,   3.00000,   0.00000,   5.00000,   0.00000,   5.00000,   3.00000,   8.00000,   2.00000,   1.00000,   2.00000,   2.00000,   0.00000,   0.00000,   3.00000,  14.00000,   1.00000,   1.00000,   0.00000,   1.00000,   2.00000,   1.00000,   1.00000,   0.00000,   2.00000,   2.00000,   1.00000,   1.00000,   1.00000,   2.00000,   6.00000,   1.00000,   1.00000,   1.00000,   0.00000,   6.00000,   4.00000,   1.00000,   5.00000,   3.00000,   0.05155,   0.03093,   0.00000,   0.05155,   0.00000,   0.05155,   0.03093,   0.08247,   0.02062,   0.01031,   0.02062,   0.02062,   0.00000,   0.00000,   0.03093,   0.14433,   0.01031,   0.01031,   0.00000,   0.01031,   0.02062,   0.01031,   0.01031,   0.00000,   0.02062,   0.02062,   0.01031,   0.01031,   0.01031,   0.02062,   0.06186,   0.01031,   0.01031,   0.01031,   0.00000,   0.06186,   0.04124,   0.01031,   0.05155,   0.03093,-1
5ifj_K,   0.00000,   0.00000,  32.00000,  33.00000,  52.00000,  53.60000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   2.10000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   6.00000,   6.20000,  10.00000,  10.30000,   0.00000,   0.00000,   0.00000,   0.00000,5854.10000,   0.00000,  60.00000,1485.00000, 195.00000,   0.00000,1483.00000, 355.00000,2276.00000,   0.41579,   0.42272,   0.51677,   0.38660,   0.23707,   0.62413,   0.12189,   0.45906,   0.62848,   0.49467,   0.32792,   0.20901,   0.24595,   0.51493,   0.12904,   0.20503,   0.69515,   0.42862,   0.29673,   0.37304,   0.23148,   0.25166,4717.43000,1414.74000,1358.27000, 438.56000,3359.16000, 976.18000,   5.00000,   3.00000,   0.00000,   5.00000,   0.00000,   5.00000,   3.00000,   8.00000,   2.00000,   1.00000,   2.00000,   2.00000,   0.00000,   0.00000,   3.00000,  14.00000,   1.00000,   1.00000,   0.00000,   1.00000,   2.00000,   1.00000,   1.00000,   0.00000,   2.00000,   2.00000,   1.00000,   1.00000,   1.00000,   2.00000,   6.00000,   1.00000,   1.00000,   1.00000,   0.00000,   6.00000,   4.00000,   1.00000,   5.00000,   3.00000,   0.05155,   0.03093,   0.00000,   0.05155,   0.00000,   0.05155,   0.03093,   0.08247,   0.02062,   0.01031,   0.02062,   0.02062,   0.00000,   0.00000,   0.03093,   0.14433,   0.01031,   0.01031,   0.00000,   0.01031,   0.02062,   0.01031,   0.01031,   0.00000,   0.02062,   0.02062,   0.01031,   0.01031,   0.01031,   0.02062,   0.06186,   0.01031,   0.01031,   0.01031,   0.00000,   0.06186,   0.04124,   0.01031,   0.05155,   0.03093,-1
5ifj_H,   0.00000,   0.00000,  32.00000,  33.00000,  50.00000,  51.50000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   2.10000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   5.00000,   5.20000,  10.00000,  10.30000,   0.00000,   0.00000,   0.00000,   0.00000,6034.40000,   0.00000,  60.00000,1522.00000, 238.00000,   0.00000,1535.00000, 391.00000,2293.00000,   0.41132,   0.41715,   0.51319,   0.35776,   0.24656,   0.62173,   0.11967,   0.45324,   0.62634,   0.49542,   0.32426,   0.20359,   0.23867,   0.50568,   0.13101,   0.18695,   0.68405,   0.42679,   0.29354,   0.36949,   0.23091,   0.24180,4612.59000,1433.49000,1346.15000, 420.97000,3266.44000,1012.52000,   5.00000,   3.00000,   0.00000,   5.00000,   0.00000,   5.00000,   3.00000,   8.00000,   2.00000,   1.00000,   2.00000,   2.00000,   0.00000,   0.00000,   3.00000,  13.00000,   1.00000,   1.00000,   0.00000,   1.00000,   2.00000,   1.00000,   1.00000,   0.00000,   2.00000,   2.00000,   1.00000,   1.00000,   1.00000,   2.00000,   6.00000,   1.00000,   1.00000,   1.00000,   0.00000,   7.00000,   4.00000,   1.00000,   5.00000,   3.00000,   0.05155,   0.03093,   0.00000,   0.05155,   0.00000,   0.05155,   0.03093,   0.08247,   0.02062,   0.01031,   0.02062,   0.02062,   0.00000,   0.00000,   0.03093,   0.13402,   0.01031,   0.01031,   0.00000,   0.01031,   0.02062,   0.01031,   0.01031,   0.00000,   0.02062,   0.02062,   0.01031,   0.01031,   0.01031,   0.02062,   0.06186,   0.01031,   0.01031,   0.01031,   0.00000,   0.07216,   0.04124,   0.01031,   0.05155,   0.03093,-1
5ifj_E,   0.00000,   0.00000,  32.00000,  33.00000,  48.00000,  49.50000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   2.10000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   4.00000,   4.10000,  10.00000,  10.30000,   0.00000,   0.00000,   0.00000,   0.00000,5958.80000,   0.00000,  59.00000,1504.00000, 209.00000,   0.00000,1513.00000, 390.00000,2280.00000,   0.41451,   0.42032,   0.52527,   0.35712,   0.24344,   0.61797,   0.12029,   0.45410,   0.63759,   0.49357,   0.32821,   0.20323,   0.24293,   0.50985,   0.13053,   0.18269,   0.68150,   0.43394,   0.29293,   0.37538,   0.22902,   0.24664,4212.59000,1653.09000,1125.67000, 431.66000,3086.92000,1221.43000,   4.00000,   1.00000,   0.00000,   4.00000,   1.00000,   5.00000,   3.00000,   7.00000,   2.00000,   1.00000,   3.00000,   2.00000,   0.00000,   0.00000,   3.00000,  15.00000,   2.00000,   1.00000,   0.00000,   1.00000,   2.00000,   3.00000,   1.00000,   1.00000,   1.00000,   2.00000,   1.00000,   2.00000,   1.00000,   2.00000,   5.00000,   1.00000,   1.00000,   1.00000,   0.00000,   5.00000,   3.00000,   1.00000,   5.00000,   3.00000,   0.04124,   0.01031,   0.00000,   0.04124,   0.01031,   0.05155,   0.03093,   0.07216,   0.02062,   0.01031,   0.03093,   0.02062,   0.00000,   0.00000,   0.03093,   0.15464,   0.02062,   0.01031,   0.00000,   0.01031,   0.02062,   0.03093,   0.01031,   0.01031,   0.01031,   0.02062,   0.01031,   0.02062,   0.01031,   0.02062,   0.05155,   0.01031,   0.01031,   0.01031,   0.00000,   0.05155,   0.03093,   0.01031,   0.05155,   0.03093,-1
5i8k_L,   5.00000,   4.60000,  41.00000,  37.60000,  82.00000,  75.20000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  17.00000,  15.60000,  10.00000,   9.20000,   2.00000,   1.80000,   0.00000,   0.00000,5779.40000,   0.00000,   0.00000,2135.00000, 505.00000,   0.00000,1246.00000, 523.00000,1362.00000,   0.33182,   0.31358,   0.29545,   0.49686,   0.34866,   0.41421,   0.08467,   0.33749,   0.36078,   0.38148,   0.45359,   0.16922,   0.24002,   0.50311,   0.15713,   0.15453,   0.65775,   0.31481,   0.26377,   0.33264,   0.13755,   0.26153,3576.40000,1752.41000,1215.81000, 719.31000,2360.59000,1033.10000,   5.00000,   2.00000,   2.00000,   4.00000,   0.00000,   1.00000,   2.00000,   6.00000,   1.00000,   0.00000,   1.00000,   5.00000,   0.00000,   0.00000,   5.00000,   8.00000,   3.00000,   1.00000,   0.00000,   3.00000,   3.00000,   0.00000,   1.00000,   3.00000,   2.00000,   5.00000,   0.00000,   5.00000,   0.00000,   4.00000,   7.00000,   0.00000,   1.00000,   4.00000,   0.00000,   8.00000,   7.00000,   2.00000,   3.00000,   5.00000,   0.04587,   0.01835,   0.01835,   0.03670,   0.00000,   0.00917,   0.01835,   0.05505,   0.00917,   0.00000,   0.00917,   0.04587,   0.00000,   0.00000,   0.04587,   0.07339,   0.02752,   0.00917,   0.00000,   0.02752,   0.02752,   0.00000,   0.00917,   0.02752,   0.01835,   0.04587,   0.00000,   0.04587,   0.00000,   0.03670,   0.06422,   0.00000,   0.00917,   0.03670,   0.00000,   0.07339,   0.06422,   0.01835,   0.02752,   0.04587,-1
5hys_L,   4.00000,   3.60000,  43.00000,  39.10000,  67.00000,  60.90000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   1.80000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   9.00000,   8.20000,   8.00000,   7.30000,   1.00000,   0.90000,   0.00000,   0.00000,5756.60000,   0.00000,   0.00000,2217.00000, 173.00000,   0.00000,1005.00000, 784.00000,1579.00000,   0.33878,   0.33038,   0.28362,   0.40168,   0.11223,   0.50672,   0.07218,   0.30645,   0.47988,   0.47037,   0.36696,   0.18763,   0.19400,   0.52308,   0.06862,   0.18075,   0.63379,   0.33973,   0.25238,   0.07101,   0.24100,   0.27618,4090.62000,1624.33000,1153.18000, 632.65000,2937.44000, 991.68000,   2.00000,   3.00000,   0.00000,   6.00000,   0.00000,   4.00000,   4.00000,   5.00000,   1.00000,   1.00000,   1.00000,   4.00000,   0.00000,   0.00000,   6.00000,   9.00000,   2.00000,   0.00000,   3.00000,   2.00000,   4.00000,   0.00000,   1.00000,   2.00000,   2.00000,   5.00000,   0.00000,   4.00000,   0.00000,   4.00000,   6.00000,   0.00000,   1.00000,   4.00000,   0.00000,   8.00000,   7.00000,   1.00000,   5.00000,   3.00000,   0.01818,   0.02727,   0.00000,   0.05455,   0.00000,   0.03636,   0.03636,   0.04545,   0.00909,   0.00909,   0.00909,   0.03636,   0.00000,   0.00000,   0.05455,   0.08182,   0.01818,   0.00000,   0.02727,   0.01818,   0.03636,   0.00000,   0.00909,   0.01818,   0.01818,   0.04545,   0.00000,   0.03636,   0.00000,   0.03636,   0.05455,   0.00000,   0.00909,   0.03636,   0.00000,   0.07273,   0.06364,   0.00909,   0.04545,   0.02727,-1
